Conference,paperIdx,tableIdx,rowIdx,colIdx,type,sc_ch_semantic_0,sc_ch_raw,sc_ch_raw_type,human_Check,obj_cell_values,tableLink,paperLink,semantic_0_clean,semantic_1
Nicotine & Tobacco Research,151,3,27,0,sbjCol,Black,Black,,1.0,Below 25%; .87; 0.35; 6.07; 2.38; 0.01,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53622365,http://dx.doi.org/10.1093/ntr/ntu236,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,151,3,28,0,sbjCol,Black,Black,,1.0,Below 50%; .37; 0.37; 1.0; 1.46; 0.31,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53622365,http://dx.doi.org/10.1093/ntr/ntu236,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,151,3,29,0,sbjCol,Black,Black,,1.0,Below 75%; −.62; 0.44; 2.01; 0.53; 0.15,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53622365,http://dx.doi.org/10.1093/ntr/ntu236,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,151,3,30,0,sbjCol,Black,Black,,1.0,Years smoking; .05; 0.06; 0.91; 1.05; 0.33,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53622365,http://dx.doi.org/10.1093/ntr/ntu236,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,151,3,31,0,sbjCol,Black,Black,,1.0,Days smoking last 30b; ; ; 6.92; ; 0.06,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53622365,http://dx.doi.org/10.1093/ntr/ntu236,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,151,3,32,0,sbjCol,Black,Black,,1.0,Infrequent (1–14 days); −.39; 0.34; 1.34; 0.67; 0.24,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53622365,http://dx.doi.org/10.1093/ntr/ntu236,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,151,3,33,0,sbjCol,Black,Black,,1.0,Intermittent (15–27 days); −.80; 0.39; 4.08; 0.44; 0.04,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53622365,http://dx.doi.org/10.1093/ntr/ntu236,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,151,3,34,0,sbjCol,Black,Black,,1.0,Cigarettes per dayc; ; ; 5.01; ; 0.08,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53622365,http://dx.doi.org/10.1093/ntr/ntu236,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,151,3,35,0,sbjCol,Black,Black,,1.0,Light smoker (1–10 cpd); −.36; 0.4; 0.81; 0.69; 0.36,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53622365,http://dx.doi.org/10.1093/ntr/ntu236,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,151,3,36,0,sbjCol,Black,Black,,1.0,Moderate smoker (11–20 cpd); 1.37; 0.68; 4.01; 3.93; 0.05,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53622365,http://dx.doi.org/10.1093/ntr/ntu236,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,151,Descriptive,0,1,colHd,Race/Ethnicity,Hispanic N = 85,,,"21.86 (1.62); 5.02 (2.94); $15,949.32 ($10,459.42); 9.95 (10.81); 23.49 (9.32); 3.22 (1.0)b; 7.1%; 20.0%; 16.5%; 56.5%",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53622354,http://dx.doi.org/10.1093/ntr/ntu236,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,151,Descriptive,0,5,colHd,Race/Ethnicity,Asian N = 53,,,"21.60 (1.65); 4.38 (2.41); $13,673.44 ($12,647.92); 7.83 (6.71); 25.83 (7.52)b; 3.02 (1.10)b; 11.3%; 24.5%; 15.1%; 49.1%",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53622354,http://dx.doi.org/10.1093/ntr/ntu236,Race/Ethnicity,Asian; 
Nicotine & Tobacco Research,152,1,10,0,sbjCol,Race/Ethnicity,Ethnicity,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626683,http://dx.doi.org/10.1093/ntr/ntu251,Race/Ethnicity,
Nicotine & Tobacco Research,152,1,11,0,sbjCol,Race/Ethnicity,White,,,88.2; 447,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626683,http://dx.doi.org/10.1093/ntr/ntu251,Race/Ethnicity,White; 
Nicotine & Tobacco Research,152,1,12,0,sbjCol,Race/Ethnicity,Aboriginal,,,6.2; 32,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626683,http://dx.doi.org/10.1093/ntr/ntu251,Race/Ethnicity,aboriginal; 
Nicotine & Tobacco Research,152,1,13,0,sbjCol,Race/Ethnicity,Other,,,5.5; 28,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626683,http://dx.doi.org/10.1093/ntr/ntu251,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,152,2,10,0,sbjCol,Race/Ethnicity,Ethnicity,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626685,http://dx.doi.org/10.1093/ntr/ntu251,Race/Ethnicity,
Nicotine & Tobacco Research,152,2,11,0,sbjCol,Race/Ethnicity,White,,,"76.2 (67.6, 86.0); 87.5 (79.2, 96.7)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626685,http://dx.doi.org/10.1093/ntr/ntu251,Race/Ethnicity,White; 
Nicotine & Tobacco Research,152,2,12,0,sbjCol,Race/Ethnicity,Aboriginal,,,"53.6 (29.1, 99.0); 67.5 (47.0, 96.9)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626685,http://dx.doi.org/10.1093/ntr/ntu251,Race/Ethnicity,aboriginal; 
Nicotine & Tobacco Research,152,2,13,0,sbjCol,Race/Ethnicity,Other,,,"33.1 (14.7, 74.9); 36.2 (19.9, 65.6)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626685,http://dx.doi.org/10.1093/ntr/ntu251,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,152,3,11,0,sbjCol,Race/Ethnicity,Ethnicity,,,χ2 = 4.46; .11,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626693,http://dx.doi.org/10.1093/ntr/ntu251,Race/Ethnicity,
Nicotine & Tobacco Research,154,1,8,0,sbjCol,Race/Ethnicity,Race/ethnicity,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626249,http://dx.doi.org/10.1093/ntr/ntu247,Race/Ethnicity,
Nicotine & Tobacco Research,154,1,9,0,sbjCol,Race/Ethnicity,"White, non-Hispanic",,,36; 50.0; 105; 80.2; 14; 73.7; 26; 57.8; <.001,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626249,http://dx.doi.org/10.1093/ntr/ntu247,Race/Ethnicity,White; non-Hispanic
Nicotine & Tobacco Research,154,1,10,0,sbjCol,Race/Ethnicity,"Black, non-Hispanic",,,17; 23.6; 1; 0.8; 1; 5.3; 5; 11.1; <.001,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626249,http://dx.doi.org/10.1093/ntr/ntu247,Race/Ethnicity,Black or African American; non-Hispanic 
Nicotine & Tobacco Research,154,1,11,0,sbjCol,Race/Ethnicity,"Other, non-Hispanic",,,5; 6.9; 8; 6.1; 0; 0.0; 4; 8.9; <.001,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626249,http://dx.doi.org/10.1093/ntr/ntu247,Race/Ethnicity,Others; non-Hispanic
Nicotine & Tobacco Research,154,1,12,0,sbjCol,Race/Ethnicity,Hispanic,,,14; 19.4; 17; 13.0; 4; 21.1; 10; 22.2; <.001,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626249,http://dx.doi.org/10.1093/ntr/ntu247,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,154,2,10,0,sbjCol,Race/Ethnicity,Race/ethnicity,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626254,http://dx.doi.org/10.1093/ntr/ntu247,Race/Ethnicity,
Nicotine & Tobacco Research,154,2,11,0,sbjCol,Race/Ethnicity,"White, non-Hispanic",,,ref; ; ; ; ; ; ; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626254,http://dx.doi.org/10.1093/ntr/ntu247,Race/Ethnicity,White; non-Hispanic
Nicotine & Tobacco Research,154,2,12,0,sbjCol,Race/Ethnicity,"Black, non-Hispanic",,,24.55; 5.58–108.02; 15.31; 2.99–78.16; 18.89; 3.49–102.34; 22.40; 3.88–129.44,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626254,http://dx.doi.org/10.1093/ntr/ntu247,Race/Ethnicity,Black or African American; non-Hispanic 
Nicotine & Tobacco Research,154,2,13,0,sbjCol,Race/Ethnicity,"Other, non-Hispanic",,,2.51; 0.92–6.85b; 3.36; 1.05–10.79; 2.31; 0.68–7.87; 1.91; 0.52–7.07,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626254,http://dx.doi.org/10.1093/ntr/ntu247,Race/Ethnicity,Others; non-Hispanic
Nicotine & Tobacco Research,154,2,14,0,sbjCol,Race/Ethnicity,Hispanic,,,2.33; 1.20–4.53; 2.25; 0.99–5.11; 2.36; 1.01–5.55; 2.21; 0.83–5.91,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626254,http://dx.doi.org/10.1093/ntr/ntu247,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,155,2,13,0,sbjCol,Reasons for experimentation,Other,,,"0.94 (0.45, 1.95); 1.02 (0.51, 2.04)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53629868,http://dx.doi.org/10.1093/ntr/ntu257,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,155,2,23,0,sbjCol,Reasons for discontinuation,Other,,,"0.74 (0.52, 1.06); 0.34 (0.23, 0.51)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53629868,http://dx.doi.org/10.1093/ntr/ntu257,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,157,1,11,0,sbjCol,Race/Ethnicity,Race/ethnicity,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53627824,http://dx.doi.org/10.1093/ntr/ntu254,Race/Ethnicity,
Nicotine & Tobacco Research,157,1,12,0,sbjCol,Race/Ethnicity,Non-Hispanic White,,,993; 63.09; 923; 44.44; <.001,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53627824,http://dx.doi.org/10.1093/ntr/ntu254,Race/Ethnicity,White; non-Hispanic
Nicotine & Tobacco Research,157,1,13,0,sbjCol,Race/Ethnicity,Hispanic,,,299; 19.00; 671; 32.31; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53627824,http://dx.doi.org/10.1093/ntr/ntu254,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,157,1,14,0,sbjCol,Race/Ethnicity,Black,,,67; 4.26; 200; 9.63; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53627824,http://dx.doi.org/10.1093/ntr/ntu254,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,157,1,15,0,sbjCol,Race/Ethnicity,Asian/PI,,,160; 10.17; 217; 10.45; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53627824,http://dx.doi.org/10.1093/ntr/ntu254,Race/Ethnicity,Asian; Native Hawaiian and Other Pacific Islander; 
Nicotine & Tobacco Research,157,1,16,0,sbjCol,Race/Ethnicity,Other,,,55; 3.49; 66; 3.18; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53627824,http://dx.doi.org/10.1093/ntr/ntu254,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,157,2,12,0,sbjCol,Race/Ethnicity,Race/ethnicity,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53627827,http://dx.doi.org/10.1093/ntr/ntu254,Race/Ethnicity,
Nicotine & Tobacco Research,157,2,13,0,sbjCol,Race/Ethnicity,Non-Hispanic White,,,513 (52.0%); 271 (27.0%); 209 (21.0%); .1178,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53627827,http://dx.doi.org/10.1093/ntr/ntu254,Race/Ethnicity,White; non-Hispanic
Nicotine & Tobacco Research,157,2,14,0,sbjCol,Race/Ethnicity,Hispanic,,,149 (50.0%); 71 (24.0%); 79 (26.0%); ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53627827,http://dx.doi.org/10.1093/ntr/ntu254,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,157,2,15,0,sbjCol,Race/Ethnicity,Black,,,31 (46.0%); 13 (19.0%); 23 (34.0%); ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53627827,http://dx.doi.org/10.1093/ntr/ntu254,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,157,2,16,0,sbjCol,Race/Ethnicity,Asian/PI,,,89 (55.0%); 38 (23.0%); 33 (20.0%); ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53627827,http://dx.doi.org/10.1093/ntr/ntu254,Race/Ethnicity,Asian; Native Hawaiian and Other Pacific Islander; 
Nicotine & Tobacco Research,157,2,17,0,sbjCol,Race/Ethnicity,Other,,,34 (62.0%); 9 (16.0%); 12 (22.0%); ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53627827,http://dx.doi.org/10.1093/ntr/ntu254,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,158,1,10,0,sbjCol,Race/Ethnicity,Race,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626135,http://dx.doi.org/10.1093/ntr/ntu246,Race/Ethnicity,
Nicotine & Tobacco Research,158,1,11,0,sbjCol,Race/Ethnicity,White,,,85%; 86%,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626135,http://dx.doi.org/10.1093/ntr/ntu246,Race/Ethnicity,White; 
Nicotine & Tobacco Research,158,1,12,0,sbjCol,Race/Ethnicity,Non-White,,,15%; 14%,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626135,http://dx.doi.org/10.1093/ntr/ntu246,Race/Ethnicity,Non-White; 
Nicotine & Tobacco Research,158,2,10,0,sbjCol,Race/Ethnicity,Race,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626139,http://dx.doi.org/10.1093/ntr/ntu246,Race/Ethnicity,
Nicotine & Tobacco Research,158,2,11,0,sbjCol,Race/Ethnicity,White,,,26; 1; –; 1; –,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626139,http://dx.doi.org/10.1093/ntr/ntu246,Race/Ethnicity,White; 
Nicotine & Tobacco Research,158,2,12,0,sbjCol,Race/Ethnicity,Non-White,,,41; 1.81***; (1.49–2.20); 1.49***; (1.20–1.85),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626139,http://dx.doi.org/10.1093/ntr/ntu246,Race/Ethnicity,Non-White; 
Nicotine & Tobacco Research,158,3,14,0,sbjCol,Race/Ethnicity,Race,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626142,http://dx.doi.org/10.1093/ntr/ntu246,Race/Ethnicity,
Nicotine & Tobacco Research,158,3,15,0,sbjCol,Race/Ethnicity,White,,,39; 1; –; 1; –,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626142,http://dx.doi.org/10.1093/ntr/ntu246,Race/Ethnicity,White; 
Nicotine & Tobacco Research,158,3,16,0,sbjCol,Race/Ethnicity,Non-White,,,50; 1.49**; (1.14–1.95); 0.98; (0.72–1.34),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53626142,http://dx.doi.org/10.1093/ntr/ntu246,Race/Ethnicity,Non-White; 
Nicotine & Tobacco Research,159,1,14,0,sbjCol,Race/Ethnicity,Ethnicity*,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53627518,http://dx.doi.org/10.1093/ntr/ntu253,Race/Ethnicity,
Nicotine & Tobacco Research,159,1,15,0,sbjCol,Race/Ethnicity,Caucasian,,,72.97 (27); 93.75 (30),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53627518,http://dx.doi.org/10.1093/ntr/ntu253,Race/Ethnicity,White; 
Nicotine & Tobacco Research,159,1,16,0,sbjCol,Race/Ethnicity,Indigenous Australian,,,2.70 (1); 3.13 (1),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53627518,http://dx.doi.org/10.1093/ntr/ntu253,Race/Ethnicity,Indigenous; 
Nicotine & Tobacco Research,159,1,17,0,sbjCol,Race/Ethnicity,Asian,,,24.32 (9); 3.13 (1),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53627518,http://dx.doi.org/10.1093/ntr/ntu253,Race/Ethnicity,Asian; 
Nicotine & Tobacco Research,161,1,3,0,sbjCol,Race/Ethnicity,Race (white),,,73%; 0%; 74%; 75%; 57%; 70%; 0%; 83%; 74%; 59%,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/101596545,http://dx.doi.org/10.1093/ntr/ntv082,Race/Ethnicity,White; 
Nicotine & Tobacco Research,161,1,6,0,sbjCol,Race/Ethnicity,Ethnicity (Hispanic),,,17%; 8%; 100%; 20%; 34%; 16%; 4%; 100%; 15%; 32%,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/101596545,http://dx.doi.org/10.1093/ntr/ntv082,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,162,2,2,0,sbjCol,Understanding tobacco use and related diseases: epidemiology,Black,,,"415 , leveraged partnership, cross-sectional survey; Participants with diabetes, but no additional chronic conditions, were more likely to report being former smokers.",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32948985,http://dx.doi.org/10.1093/ntr/ntv069,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,162,2,3,0,sbjCol,Understanding tobacco use and related diseases: epidemiology,Black,,1.0,"716 , longitudinal study; Blacks in South Carolina have elevated rates of lung cancer compared with European Americans and in relation to what would be predicted based on their tobacco use.",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32948985,http://dx.doi.org/10.1093/ntr/ntv069,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,162,2,4,0,sbjCol,Understanding tobacco use and related diseases: epidemiology,Black,,1.0,"711 , longitudinal study; Blacks in South Carolina have elevated rates of esophageal cancer compared with European Americans and in relation to what would be predicted based on their tobacco use.",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32948985,http://dx.doi.org/10.1093/ntr/ntv069,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,162,2,5,0,sbjCol,Understanding tobacco use and related diseases: epidemiology,Black,,1.0,"717 , longitudinal study; Blacks in South Carolina have elevated rates of oral cavity cancer compared with European Americans and in relation to what would be predicted based on their tobacco use.",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32948985,http://dx.doi.org/10.1093/ntr/ntv069,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,162,2,6,0,sbjCol,Understanding tobacco use and related diseases: epidemiology,Black,,1.0,"718 , longitudinal study; Blacks have nearly twice the mortality-to-incidence rate ratio (a population measure of survival) than European Americans in South Carolina for female breast, prostate, and oral cancer.",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32948985,http://dx.doi.org/10.1093/ntr/ntv069,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,162,2,7,0,sbjCol,Understanding tobacco use and related diseases: epidemiology,Black,,1.0,"619 , cohort study; Current smoking increased the risk of pancreatic cancer in both blacks and whites, but blacks smoked fewer cigarettes per day and yet had similar risks in developing pancreatic cancer and higher risk for mortality.",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32948985,http://dx.doi.org/10.1093/ntr/ntv069,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,162,2,8,0,sbjCol,Race/Ethnicity,Asian American,,,"1220 , cross-sectional survey; Vietnamese women have high rates of cervical cancer, which is causally linked to tobacco. Almost half of Vietnamese American women living in Seattle lived with a smoker, but Pap testing behavior did not differ among women who lived with or without a smoker in the home.",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32948985,http://dx.doi.org/10.1093/ntr/ntv069,Race/Ethnicity,Asian ; 
Nicotine & Tobacco Research,162,2,9,0,sbjCol,Race/Ethnicity,Asian American,,1.0,"1221 , cross-sectional survey; Chinese American smokers reported higher depressive symptoms among current smokers compared with former smokers. Women smokers had higher depression symptoms, even after adjusting for acculturation and social support.",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32948985,http://dx.doi.org/10.1093/ntr/ntv069,Race/Ethnicity,Asian ; 
Nicotine & Tobacco Research,162,2,11,0,sbjCol,Understanding tobacco use and related diseases: surveillance,Black,,,"422 , cross-sectional survey; leveraged partnership; Smoking prevalence rates among blacks were highest among single men, the lowest socioeconomic level, the unemployed, and those aged 40–50 years.",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32948985,http://dx.doi.org/10.1093/ntr/ntv069,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,162,2,12,0,sbjCol,Understanding tobacco use and related diseases: surveillance,Black,,1.0,"323 , cross-sectional survey; pilot; Smoking prevalence rates are highest for cigarettes, marijuana and blunts respectively among young adult black men in five counties of rural Alabama’s Black Belt region. Mini-cigar use was lower than expected.",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32948985,http://dx.doi.org/10.1093/ntr/ntv069,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,162,2,13,0,sbjCol,Race/Ethnicity,American Indian/ Alaska Native,,,"824 , cross-sectional survey; Physicians attending American Indian and Alaska Native health care conferences were surveyed about tobacco behavior. The majority of physicians were lifelong nonsmokers, and nearly all reported asking and advising smokers to quit.",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32948985,http://dx.doi.org/10.1093/ntr/ntv069,Race/Ethnicity,American Indian and Alaska Native; 
Nicotine & Tobacco Research,162,2,14,0,sbjCol,Race/Ethnicity,American Indian/ Alaska Native,,1.0,"825 , cross-sectional survey; Pregnant Alaska Natives from western Alaska have extremely high tobacco use rates (79%) with the majority using tobacco during pregnancy and postpartum.",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32948985,http://dx.doi.org/10.1093/ntr/ntv069,Race/Ethnicity,American Indian and Alaska Native; 
Nicotine & Tobacco Research,162,2,15,0,sbjCol,Race/Ethnicity,American Indian/ Alaska Native,,1.0,"926 , cohort study; leveraged partnership; Two American Indian tribes, which were culturally and regionally distinct, showed that the Northern Plains group had a higher cumulative incidence of smoking initiation by age 18 and earlier ages of initiation in more recent birth cohorts than the Southwest group.",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32948985,http://dx.doi.org/10.1093/ntr/ntv069,Race/Ethnicity,American Indian and Alaska Native; 
Nicotine & Tobacco Research,162,2,16,0,sbjCol,Race/Ethnicity,Asian American,,,"1227 , cross-sectional survey; California Asian Americans are lighter smokers than the general population, with these smokers more likely to be women, not Koreans, higher educated, and bilingual with high English proficiency.",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32948985,http://dx.doi.org/10.1093/ntr/ntv069,Race/Ethnicity,Asian ; 
