sc_ch_raw,tableLbink,sc_ch_raw_clean,semantic_0_clean,raceTerm,ethnicTerm
"Household income <$20 000 per year, n (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013602,household income   20 000 per year  n,,,
Household income <$50K,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/95129519,household income   50k,,,
"Household income, mean (SD), per $10 000)e",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133792672,household income  mean  sd   per  10 000 e,,,
ISS mean ( SD ),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45370300,iss mean   sd,,,
Identification with Alaska Native heritage,"http://www.tobaccoinduceddiseases.org/Cultural-and-demographic-correlates-of-dual-tobacco-use-in-a-nsample-of-Alaska-Native,122902,0,2.html#t0002",identification with alaska native heritage,,,
"Identification with Alaska Native heritage, %","http://www.tobaccoinduceddiseases.org/Cultural-and-demographic-correlates-of-dual-tobacco-use-in-a-nsample-of-Alaska-Native,122902,0,2.html#t0001",identification with alaska native heritage,,,
Identified minority group,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32698397,identified minority group,,,
Identified minority group (%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32698381,identified minority group,,,
Identity as a smoker,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42805973,identity as a smoker,,,
Igbo,"http://www.tobaccopreventioncessation.com/Assessment-of-the-use-of-different-forms-of-tobacco-products-namong-Nigerian-adults,87126,0,2.html#t0003",igbo,,,
Illicit drug use b (%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/36551215,illicit drug use b,,,
"Importance of quitting (0–10), mean (SD)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/183587281,importance of quitting  0–10   mean  sd,,,
In recovery,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/119652995,in recovery,,,
Income ($1000),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/122105851,income   1000,,,
"Income (≤ $16,000/year)a",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/124689234,income  ≤  16 000 year a,,,
Income < $25 000,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/206835010,income    25 000,,,
Income and race/ethnicity as predictors of attitudes/beliefs Income (FPL)d (n = 6592) 100–199% FPL OR (95% CI),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/163625333,income and race ethnicity as predictors of attitudes beliefs income  fpl d  n   6592  100–199  fpl or  95  ci,,,
Income and race/ethnicity as predictors of attitudes/beliefs Income (FPL)d (n = 6592) <100% FPL OR (95% CI),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/163625333,income and race ethnicity as predictors of attitudes beliefs income  fpl d  n   6592   100  fpl or  95  ci,,,
Income and race/ethnicity as predictors of attitudes/beliefs Race/Ethnicitye(n = 6592) Black OR (95% CI),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/163625333,income and race ethnicity as predictors of attitudes beliefs race ethnicitye n   6592  black or  95  ci,,,
Income and race/ethnicity as predictors of attitudes/beliefs Race/Ethnicitye(n = 6592) Hispanic OR (95% CI),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/163625333,income and race ethnicity as predictors of attitudes beliefs race ethnicitye n   6592  hispanic or  95  ci,,,
Income and race/ethnicity as predictors of attitudes/beliefs Race/Ethnicitye(n = 6592) Other OR (95% CI),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/163625333,income and race ethnicity as predictors of attitudes beliefs race ethnicitye n   6592  other or  95  ci,,,
"Income ≥$1,800 a month",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42805970,income ≥ 1 800 a month,,,
"Income, % <$1800/mo",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/123139297,income      1800 mo,,,
"Increase the accessibility to and quality of smoking cessation educational materials in both Chinese Traditional and Chinese Simplified. The materials should not only teach the disadvantages of smoking, but should also touch upon different aspects of life to help quit smoking as a whole (e.g. exercise, stress relief, distraction). These materials should be widely distributed, including in physicians’ offices, hospitals, clinics, community agencies and community gatherings/forums. Additionally, individuals may be more receptive to educational materials if they are obtained from a trusted source, which undoubtedly varies by person (e.g. community agency, physician, etc.).","http://www.tobaccopreventioncessation.com/Assessing-factors-influencing-smoking-and-smoking-cessation-within-Chinese-communities,126631,0,2.html#t0005",increase the accessibility to and quality of smoking cessation educational materials in both chinese traditional and chinese simplified  the materials should not only teach the disadvantages of smoking  but should also touch upon different aspects of life to help quit smoking as a whole  e g  exercise  stress relief  distraction   these materials should be widely distributed  including in physicians’ offices  hospitals  clinics  community agencies and community gatherings forums  additionally  individuals may be more receptive to educational materials if they are obtained from a trusted source  which undoubtedly varies by person  e g  community agency  physician  etc,,,
Indian,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32936618,indian,,,
Indian = 1012,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/137016597,indian   1012,,,
Indian men,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113609622,indian men,,,
Indian or Asian,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77027827,indian or asian,,,
Indian subcontinent,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/202649394,indian subcontinent,,,
Indian women,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113609624,indian women,,,
Indian/Asian,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32936621,indian asian,,,
Indians,"http://www.tobaccoinduceddiseases.org/Prevalence-and-factor-s-associated-with-smoking-among-adults-in-Malaysia-Findings,82190,0,2.html#t0005",indians,,,
Indigenous,"http://www.tobaccoinduceddiseases.org/Tobacco-smoking-and-alcohol-drinking-among-HIV-infected-npeople-using-antiretroviral,86716,0,2.html#t0001",indigenous,,,
Indigenous Australian,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53627518,indigenous australian,,,
Indigenous*,"http://www.tobaccoinduceddiseases.org/Smoker-perceptions-of-health-warnings-on-cigarette-npackaging-and-cigarette-sticks,104753,0,2.html#t0001",indigenous,,,
Individual income,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/163623638,individual income,,,
Industry Deception + Testimonial corrective × Hispanic,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/202649792,industry deception   testimonial corrective × hispanic,,,
Industry Deception corrective × Hispanic,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/202649792,industry deception corrective × hispanic,,,
Interaction Model 3: Menthol × Race,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/132892658,interaction model 3  menthol × race,,,
Interaction β; p (Hispanic vs. NH White),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/119653753,interaction β  p  hispanic vs  nh white,,,
Interpersonal Problems,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/48912583,interpersonal problems,,,
Intersectional group differences (omnibus test),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/222869855,intersectional group differences  omnibus test,,,
Jail or prison stay in the past 6 months,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/92425481,jail or prison stay in the past 6 months,,,
Japanese ethnicity,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113608391,japanese ethnicity,,,
Journal of Liaoning University of Traditional Chinese Medicine,"http://www.tobaccoinduceddiseases.org/A-bibliometric-analysis-of-clinical-study-literature-of-traditional-nChinese-medicine,86330,0,2.html#t0003",journal of liaoning university of traditional chinese medicine,,,
Journal of Sichuan of Traditional Chinese Medicine,"http://www.tobaccoinduceddiseases.org/A-bibliometric-analysis-of-clinical-study-literature-of-traditional-nChinese-medicine,86330,0,2.html#t0003",journal of sichuan of traditional chinese medicine,,,
Journal of Traditional Chinese Medicine,"http://www.tobaccoinduceddiseases.org/A-bibliometric-analysis-of-clinical-study-literature-of-traditional-nChinese-medicine,86330,0,2.html#t0003",journal of traditional chinese medicine,,,
Kord,"http://www.tobaccopreventioncessation.com/Persistent-use-of-hookah-smoking-among-Iranian-women-nA-qualitative-study,99507,0,2.html#t0001",kord,,,
LGB+,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/202709775,lgb,,,
LGB+ (ref: heterosexual),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/206835338,lgb   ref  heterosexual,,,
Language is Chinese or English,"http://www.tobaccoinduceddiseases.org/Electronic-cigarette-use-in-China-Awareness-prevalence-and-nregulation,105393,0,2.html#t0001",language is chinese or english,,,
Lao,"http://www.tobaccopreventioncessation.com/Tobacco-use-in-Lao-People-s-Democratic-Republic-Results-nfrom-the-2015-National-Adult,112248,0,2.html#t0001",lao,,,
Latin America,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606620,latin america,,,
Latin American/Hispanic,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/131026956,latin american hispanic,,,
Latino,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33444128,latino,,,
"Latino (n = 16 131), No. (weighted %) or weighted mean (SE)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77035975,latino  n   16 131   no   weighted    or weighted mean  se,,,
Latino (vs. White),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/121766106,latino  vs  white,,,
Latino ethnicity,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/119654012,latino ethnicity,,,
"Latino female, higher income (10)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/222869855,latino female  higher income  10,,,
"Latino female, lower income (11)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/222869855,latino female  lower income  11,,,
"Latino male, higher income (8)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/222869855,latino male  higher income  8,,,
"Latino male, lower income (9)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/222869855,latino male  lower income  9,,,
Latino national background,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77035975,latino national background,,,
Latino vs. White,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42805973,latino vs  white,,,
Latino × Female,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/222869855,latino × female,,,
Latino × Income,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/222869855,latino × income,,,
Latino × Income × Female,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/222869855,latino × income × female,,,
"Latino,N (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204302895,latino n,,,
Latino/Hispanic,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33548151,latino hispanic,,,
Latino/Mixed/Other,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/92425491,latino mixed other,,,
Latinoc (vs. White),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/121766106,latinoc  vs  white,,,
Latinos Total Latino sample (n = 16 113) Cigarettes per day,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77035981,latinos total latino sample  n   16 113  cigarettes per day,,,
Latinos Total Latino sample (n = 16 113) No. (weighted %),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77035981,latinos total latino sample  n   16 113  no   weighted,,,
Latinx/Hispanic,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/202709775,latinx hispanic,,,
"Less than $1000, 30 days",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45373518,less than  1000  30 days,,,
Less than $25 000 per year,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/222869851,less than  25 000 per year,,,
Less than high school degree,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45373518,less than high school degree,,,
"Life use quit medication, n (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/183587281,life use quit medication  n,,,
Lifetime psychiatric hospitalization,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/20460179,lifetime psychiatric hospitalization,,,
Light or intermittent smoker,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/206835338,light or intermittent smoker,,,
Lives in a metropolitan area,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77027354,lives in a metropolitan area,,,
Lives with a tobacco user,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77027354,lives with a tobacco user,,,
Lives with tobacco user,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/206835338,lives with tobacco user,,,
Living arrangements (independent/supervised),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/48912532,living arrangements  independent supervised,,,
"Living independently, N (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120967545,living independently  n,,,
"Living with family, N (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120967545,living with family  n,,,
"Living with other smoker, n (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/183587281,living with other smoker  n,,,
Lor,"http://www.tobaccopreventioncessation.com/Persistent-use-of-hookah-smoking-among-Iranian-women-nA-qualitative-study,99507,0,2.html#t0001",lor,,,
Low incomeb,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77034609,low incomeb,,,
MAST (0 – 53),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45376469,mast  0 – 53,,,
MNWS,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/48912583,mnws,,,
Main effect of gender stratified by race Non-Hispanic African American P,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/137725305,main effect of gender stratified by race non hispanic african american p,,,
Main effect of gender stratified by race Non-Hispanic African American β,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/137725305,main effect of gender stratified by race non hispanic african american β,,,
Main effect of gender stratified by race Non-Hispanic White P,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/137725305,main effect of gender stratified by race non hispanic white p,,,
Main effect of gender stratified by race Non-Hispanic White β,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/137725305,main effect of gender stratified by race non hispanic white β,,,
Majority and minority population,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113602581,majority and minority population,,,
Malay,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/137726388,malay,,,
Malay version of the Fagerström Test for Nicotine Dependence (FTND-M) score,"http://www.tobaccoinduceddiseases.org/The-mobile-phone-based-iCO-TM-Smokerlyzer-Comparison-with-the-piCO-Smokerlyzer-among,111355,0,2.html#t0001",malay version of the fagerström test for nicotine dependence  ftnd m  score,,,
Malays,"http://www.tobaccoinduceddiseases.org/An-online-survey-of-Malaysian-long-term-e-cigarette-user-nperceptions,118720,0,2.html#t0003",malays,,,
Male,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120012478,male,,,
