idx,Year,Location,Country,Global,paperIdx,tableIdx,Race/Ethnicity,RaceGroup,RaceSubGroup,total,unit,type,value,proportion,tableLink,paperLink,"Coder1 (0-weighted, 1=unweighted) ",Coder 1 notes,"Coder2 (0-weighted, 1=unweighted) ",Unnamed: 20
485,2016,USA,USA,USA,249,1,Others; non-Hispanic,Others,,74914,num,infertility no,3229,4.310275783,https://tobaccocontrol.bmj.com/highwire/markup/152103/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2015-052510,1,"data of 93,676 postmenopausal women aged 50–79 enrolled in the Women's Health Initiative Observational Study (WHI OS) from 1993 to 1998 at 40 centres in the USA",,
486,2016,USA,USA,USA,249,1,Others; non-Hispanic,Others,,35739,num,age at menopause <50,1489,4.166316909,https://tobaccocontrol.bmj.com/highwire/markup/152103/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2015-052510,1,"data of 93,676 postmenopausal women aged 50–79 enrolled in the Women's Health Initiative Observational Study (WHI OS) from 1993 to 1998 at 40 centres in the USA",,
487,2016,USA,USA,USA,249,1,Others; non-Hispanic,Others,,43736,num,age at menopause ≥50,1964,4.490579843,https://tobaccocontrol.bmj.com/highwire/markup/152103/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2015-052510,1,"data of 93,676 postmenopausal women aged 50–79 enrolled in the Women's Health Initiative Observational Study (WHI OS) from 1993 to 1998 at 40 centres in the USA",,
488,2016,Scotland,Scotland,Foreign,251,1,White; non-Hispanic,White,,20446,num,all pupils,19146,93.64178812,https://tobaccocontrol.bmj.com/highwire/markup/145992/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051473,,,,
489,2016,Scotland,Scotland,Foreign,251,1,White; non-Hispanic,White,,,%,all pupils,93.6,93.6,https://tobaccocontrol.bmj.com/highwire/markup/145992/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051473,,,,
490,2016,Scotland,Scotland,Foreign,251,1,White; non-Hispanic,White,,5745,num,tobacco outcomes ever smoked yes,5350,93.12445605,https://tobaccocontrol.bmj.com/highwire/markup/145992/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051473,,,,
491,2016,Scotland,Scotland,Foreign,251,1,White; non-Hispanic,White,,,%,tobacco outcomes ever smoked yes,27.9,27.9,https://tobaccocontrol.bmj.com/highwire/markup/145992/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051473,,,,
492,2016,Scotland,Scotland,Foreign,251,1,White; non-Hispanic,White,,2009,num,tobacco outcomes current smokers yes,1856,92.38427078,https://tobaccocontrol.bmj.com/highwire/markup/145992/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051473,,,,
493,2016,Scotland,Scotland,Foreign,251,1,White; non-Hispanic,White,,,%,tobacco outcomes current smokers yes,9.7,9.7,https://tobaccocontrol.bmj.com/highwire/markup/145992/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051473,,,,
494,2016,Scotland,Scotland,Foreign,251,1,non-White;,non-White,,20446,num,all pupils,1133,5.541426196,https://tobaccocontrol.bmj.com/highwire/markup/145992/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051473,,,,
495,2016,Scotland,Scotland,Foreign,251,1,non-White;,non-White,,,%,all pupils,5.5,5.5,https://tobaccocontrol.bmj.com/highwire/markup/145992/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051473,,,,
496,2016,Scotland,Scotland,Foreign,251,1,non-White;,non-White,,5745,num,tobacco outcomes ever smoked yes,332,5.778938207,https://tobaccocontrol.bmj.com/highwire/markup/145992/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051473,,,,
497,2016,Scotland,Scotland,Foreign,251,1,non-White;,non-White,,,%,tobacco outcomes ever smoked yes,29.3,29.3,https://tobaccocontrol.bmj.com/highwire/markup/145992/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051473,,,,
498,2016,Scotland,Scotland,Foreign,251,1,non-White;,non-White,,2009,num,tobacco outcomes current smokers yes,131,6.520657043,https://tobaccocontrol.bmj.com/highwire/markup/145992/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051473,,,,
499,2016,Scotland,Scotland,Foreign,251,1,non-White;,non-White,,,%,tobacco outcomes current smokers yes,11.6,11.6,https://tobaccocontrol.bmj.com/highwire/markup/145992/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051473,,,,
500,2016,Scotland,Scotland,Foreign,251,1,not-Stated;,not-Stated,,20446,num,all pupils,167,0.8167856794,https://tobaccocontrol.bmj.com/highwire/markup/145992/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051473,,,,
501,2016,Scotland,Scotland,Foreign,251,1,not-Stated;,not-Stated,,,%,all pupils,0.8,0.8,https://tobaccocontrol.bmj.com/highwire/markup/145992/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051473,,,,
502,2016,Scotland,Scotland,Foreign,251,1,not-Stated;,not-Stated,,5745,num,tobacco outcomes ever smoked yes,63,1.096605744,https://tobaccocontrol.bmj.com/highwire/markup/145992/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051473,,,,
503,2016,Scotland,Scotland,Foreign,251,1,not-Stated;,not-Stated,,,%,tobacco outcomes ever smoked yes,37.7,37.7,https://tobaccocontrol.bmj.com/highwire/markup/145992/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051473,,,,
504,2016,Scotland,Scotland,Foreign,251,1,not-Stated;,not-Stated,,2009,num,tobacco outcomes current smokers yes,22,1.095072175,https://tobaccocontrol.bmj.com/highwire/markup/145992/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051473,,,,
505,2016,Scotland,Scotland,Foreign,251,1,not-Stated;,not-Stated,,,%,tobacco outcomes current smokers yes,13.2,13.2,https://tobaccocontrol.bmj.com/highwire/markup/145992/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051473,,,,
399,2016,North Carolina,USA,USA,253,2,; non-Hispanic,Others,,40,num,n,37,92.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42805730,http://dx.doi.org/10.1093/ntr/ntv281,,,,
400,2016,North Carolina,USA,USA,253,2,; Hispanic,Hispanic,,40,num,n,3,7.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42805730,http://dx.doi.org/10.1093/ntr/ntv281,,,,
401,2016,North Carolina,USA,USA,253,2,White;,White,,40,num,n,27,67.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42805730,http://dx.doi.org/10.1093/ntr/ntv281,,,,
402,2016,North Carolina,USA,USA,253,2,Black or African American;,Black or African American,,40,num,n,9,22.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42805730,http://dx.doi.org/10.1093/ntr/ntv281,,,,
403,2016,North Carolina,USA,USA,253,2,Asian;,Asian,,40,num,n,2,5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42805730,http://dx.doi.org/10.1093/ntr/ntv281,,,,
404,2016,North Carolina,USA,USA,253,2,Others;,Others,,40,num,n,2,5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42805730,http://dx.doi.org/10.1093/ntr/ntv281,,,,
405,2016,USA (assumed),USA,USA,255,2,; non-Hispanic,Others,,77,num,total,70,90.90909091,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42811817,http://dx.doi.org/10.1093/ntr/ntw009,,,,
406,2016,USA (assumed),USA,USA,255,2,; non-Hispanic,Others,,30,num,novel tobacco product use susceptible nonusers,28,93.33333333,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42811817,http://dx.doi.org/10.1093/ntr/ntw009,,,,
407,2016,USA (assumed),USA,USA,255,2,; non-Hispanic,Others,,47,num,novel tobacco product use users,42,89.36170213,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42811817,http://dx.doi.org/10.1093/ntr/ntw009,,,,
408,2016,USA (assumed),USA,USA,255,2,; non-Hispanic,Others,,21,num,age group adolescents,20,95.23809524,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42811817,http://dx.doi.org/10.1093/ntr/ntw009,,,,
409,2016,USA (assumed),USA,USA,255,2,; non-Hispanic,Others,,56,num,age group young adults,50,89.28571429,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42811817,http://dx.doi.org/10.1093/ntr/ntw009,,,,
410,2016,USA (assumed),USA,USA,255,2,; Hispanic,Hispanic,,77,num,total,7,9.090909091,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42811817,http://dx.doi.org/10.1093/ntr/ntw009,,,,
411,2016,USA (assumed),USA,USA,255,2,; Hispanic,Hispanic,,30,num,novel tobacco product use susceptible nonusers,2,6.666666667,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42811817,http://dx.doi.org/10.1093/ntr/ntw009,,,,
412,2016,USA (assumed),USA,USA,255,2,; Hispanic,Hispanic,,47,num,novel tobacco product use users,5,10.63829787,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42811817,http://dx.doi.org/10.1093/ntr/ntw009,,,,
413,2016,USA (assumed),USA,USA,255,2,; Hispanic,Hispanic,,21,num,age group adolescents,1,4.761904762,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42811817,http://dx.doi.org/10.1093/ntr/ntw009,,,,
414,2016,USA (assumed),USA,USA,255,2,; Hispanic,Hispanic,,56,num,age group young adults,6,10.71428571,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42811817,http://dx.doi.org/10.1093/ntr/ntw009,,,,
415,2016,USA (assumed),USA,USA,255,2,White;,White,,77,num,total,44,57.14285714,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42811817,http://dx.doi.org/10.1093/ntr/ntw009,,,,
416,2016,USA (assumed),USA,USA,255,2,White;,White,,30,num,novel tobacco product use susceptible nonusers,18,60,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42811817,http://dx.doi.org/10.1093/ntr/ntw009,,,,
417,2016,USA (assumed),USA,USA,255,2,White;,White,,47,num,novel tobacco product use users,25,53.19148936,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42811817,http://dx.doi.org/10.1093/ntr/ntw009,,,,
418,2016,USA (assumed),USA,USA,255,2,White;,White,,21,num,age group adolescents,14,66.66666667,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42811817,http://dx.doi.org/10.1093/ntr/ntw009,,,,
419,2016,USA (assumed),USA,USA,255,2,White;,White,,56,num,age group young adults,29,51.78571429,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42811817,http://dx.doi.org/10.1093/ntr/ntw009,,,,
420,2016,USA (assumed),USA,USA,255,2,Black or African American;,Black or African American,,77,num,total,20,25.97402597,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42811817,http://dx.doi.org/10.1093/ntr/ntw009,,,,
421,2016,USA (assumed),USA,USA,255,2,Black or African American;,Black or African American,,30,num,novel tobacco product use susceptible nonusers,6,20,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42811817,http://dx.doi.org/10.1093/ntr/ntw009,,,,
422,2016,USA (assumed),USA,USA,255,2,Black or African American;,Black or African American,,47,num,novel tobacco product use users,14,29.78723404,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42811817,http://dx.doi.org/10.1093/ntr/ntw009,,,,
423,2016,USA (assumed),USA,USA,255,2,Black or African American;,Black or African American,,21,num,age group adolescents,0,0,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42811817,http://dx.doi.org/10.1093/ntr/ntw009,,,,
424,2016,USA (assumed),USA,USA,255,2,Black or African American;,Black or African American,,56,num,age group young adults,20,35.71428571,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42811817,http://dx.doi.org/10.1093/ntr/ntw009,,,,
425,2016,USA (assumed),USA,USA,255,2,Others;,Others,,77,num,total,13,16.88311688,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42811817,http://dx.doi.org/10.1093/ntr/ntw009,,,,
426,2016,USA (assumed),USA,USA,255,2,Others;,Others,,30,num,novel tobacco product use susceptible nonusers,6,20,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42811817,http://dx.doi.org/10.1093/ntr/ntw009,,,,
427,2016,USA (assumed),USA,USA,255,2,Others;,Others,,47,num,novel tobacco product use users,8,17.0212766,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42811817,http://dx.doi.org/10.1093/ntr/ntw009,,,,
428,2016,USA (assumed),USA,USA,255,2,Others;,Others,,21,num,age group adolescents,7,33.33333333,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42811817,http://dx.doi.org/10.1093/ntr/ntw009,,,,
429,2016,USA (assumed),USA,USA,255,2,Others;,Others,,56,num,age group young adults,7,12.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42811817,http://dx.doi.org/10.1093/ntr/ntw009,,,,
430,2016,USA,USA,USA,256,1,White; non-Hispanic,White,,466,num,cigarette only user,265,56.86695279,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42810429,http://dx.doi.org/10.1093/ntr/ntw008,,,,
431,2016,USA,USA,USA,256,1,White; non-Hispanic,White,,466,%,cigarette only user,15.8,15.8,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42810429,http://dx.doi.org/10.1093/ntr/ntw008,,,,
432,2016,USA,USA,USA,256,1,White; non-Hispanic,White,,849,num,combustible only user,332,39.10482921,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42810429,http://dx.doi.org/10.1093/ntr/ntw008,,,,
433,2016,USA,USA,USA,256,1,White; non-Hispanic,White,,849,%,combustible only user,19.7,19.7,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42810429,http://dx.doi.org/10.1093/ntr/ntw008,,,,
434,2016,USA,USA,USA,256,1,White; non-Hispanic,White,,329,num,noncombustible only user,227,68.99696049,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42810429,http://dx.doi.org/10.1093/ntr/ntw008,,,,
435,2016,USA,USA,USA,256,1,White; non-Hispanic,White,,329,%,noncombustible only user,13.2,13.2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42810429,http://dx.doi.org/10.1093/ntr/ntw008,,,,
436,2016,USA,USA,USA,256,1,White; non-Hispanic,White,,992,num,dual only user,556,56.0483871,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42810429,http://dx.doi.org/10.1093/ntr/ntw008,,,,
437,2016,USA,USA,USA,256,1,White; non-Hispanic,White,,992,%,dual only user,32.3,32.3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42810429,http://dx.doi.org/10.1093/ntr/ntw008,,,,
438,2016,USA,USA,USA,256,1,White; non-Hispanic,White,,566,num,polytobacco only user,328,57.95053004,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42810429,http://dx.doi.org/10.1093/ntr/ntw008,,,,
439,2016,USA,USA,USA,256,1,White; non-Hispanic,White,,566,%,polytobacco only user,19,19,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42810429,http://dx.doi.org/10.1093/ntr/ntw008,,,,
440,2016,USA,USA,USA,256,1,Black or African American; non-Hispanic,Black or African American,,466,num,cigarette only user,48,10.30042918,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42810429,http://dx.doi.org/10.1093/ntr/ntw008,,,,
441,2016,USA,USA,USA,256,1,Black or African American; non-Hispanic,Black or African American,,466,%,cigarette only user,11.1,11.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42810429,http://dx.doi.org/10.1093/ntr/ntw008,,,,
442,2016,USA,USA,USA,256,1,Black or African American; non-Hispanic,Black or African American,,849,num,combustible only user,216,25.44169611,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42810429,http://dx.doi.org/10.1093/ntr/ntw008,,,,
443,2016,USA,USA,USA,256,1,Black or African American; non-Hispanic,Black or African American,,849,%,combustible only user,50.9,50.9,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42810429,http://dx.doi.org/10.1093/ntr/ntw008,,,,
